,level_0,index,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,index_Red,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,Wins_Red,Losses_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,index_Blue,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,Wins_Blue,Losses_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
765,765,2966,chad mendes,alexander volkanovski,Blue,False,Featherweight,1,3,0,5,0,75.6,0.63,0.6,3.2,0.548,5,0,13,0,0,0,3,2,0,0,5,1.0,167.64,180.34,145,0,1,0,27.1538,0.578,0.1538,1.8462,0.261,5,4,26,3,0,0,3,6,0,0,9,1.0,167.64,167.64,145,33,30,KO/TKO,554.0,548.0,0.5,0.56,2.78,2.35,0.67,1.0,4.13,0.28,0.73,9.08,146.0,66.0,66.0,38.0,18.0,-5.0,8.0,0.44,8.0,0.44,2.0,0.11,918.0,0.57,0.38,6.16,3.44,0.58,0.7,1.78,0.18,0.36,15.82,144.5,66.0,71.5,36.0,26.0,-4.0,13.0,0.52,9.0,0.36,3.0,0.12
766,766,2974,kevin lee,al iaquinta,Blue,False,Lightweight,1,5,1,0,0,47.8182,0.442,0.2727,0.7273,0.235,5,3,28,2,0,1,3,4,0,0,8,1.0,177.8,177.8,155,0,1,0,45.0,0.458,0.8462,2.4615,0.444,5,3,31,1,0,1,3,1,4,1,10,1.0,175.26,195.58,170,26,31,U-DEC,1500.0,475.0,0.42,0.43,3.88,3.6,0.5,0.75,3.18,0.76,0.07,11.43,191.0,70.0,77.0,30.0,18.0,-8.0,3.0,0.16,8.0,0.42,8.0,0.42,391.0,0.41,0.19,4.06,4.53,0.61,0.74,0.63,0.24,0.55,12.7,155.8,70.0,70.0,36.0,14.0,-7.0,7.0,0.5,6.0,0.43,1.0,0.07
767,767,2977,jim miller,charles oliveira,Blue,False,Lightweight,1,3,0,2,0,21.1905,0.507,1.2857,1.3333,0.428,4,9,39,0,0,0,1,0,11,0,12,1.0,177.8,187.96,155,0,1,0,29.5,0.383,1.3333,1.2,0.437,7,12,70,0,0,2,6,3,7,0,18,0.0,172.72,180.34,155,35,29,SUB,75.0,554.0,0.42,0.44,2.99,3.51,0.57,0.49,1.52,1.69,0.21,9.65,155.6,68.0,71.0,41.0,38.0,-18.0,7.0,0.18,10.0,0.26,21.0,0.55,637.0,0.55,0.4,3.4,3.21,0.49,0.56,2.25,2.66,0.46,7.63,155.6,70.0,74.0,35.0,35.0,-10.0,10.0,0.29,4.0,0.11,21.0,0.6
768,768,2980,jared gordon,joaquim silva,Blue,False,Lightweight,1,3,1,0,0,35.0,0.445,0.25,0.0,0.0,3,1,10,0,0,2,0,1,0,0,3,0.0,172.72,175.26,155,1,0,0,58.6667,0.5,0.0,2.0,0.313,2,1,6,0,0,0,1,1,0,0,2,1.0,175.26,172.72,155,30,29,KO/TKO,759.0,327.0,0.56,0.32,5.75,3.97,0.57,0.63,1.78,0.0,0.09,11.27,173.5,69.0,68.0,36.0,20.0,-7.0,7.0,0.35,11.0,0.55,2.0,0.1,800.0,0.43,0.5,3.66,4.53,0.53,0.69,0.39,0.78,0.39,10.55,168.0,68.0,69.0,35.0,13.0,-6.0,7.0,0.58,2.0,0.17,3.0,0.25
769,769,2981,gerald meerschaert,jack hermansson,Blue,False,Middleweight,1,3,0,1,0,33.8333,0.52,0.1667,1.0,0.527,2,2,11,0,0,0,1,3,0,0,4,1.0,185.42,195.58,185,0,2,0,23.8,0.466,0.8,1.2,0.224,2,1,8,0,0,0,0,1,3,0,4,0.0,185.42,195.58,185,30,30,SUB,265.0,547.0,0.46,0.35,3.1,3.45,0.53,0.43,2.01,1.52,0.24,8.5,185.0,73.0,77.5,37.0,37.0,-18.0,6.0,0.16,2.0,0.05,29.0,0.78,370.0,0.45,0.3,5.09,3.69,0.56,0.81,1.53,0.38,0.0,11.55,185.0,73.0,77.5,36.0,24.0,-8.0,11.0,0.46,7.0,0.29,6.0,0.25
770,770,3018,joseph benavidez,alex perez,Red,False,Flyweight,1,3,0,3,0,45.6667,0.487,1.0,2.3333,0.35,3,0,6,0,0,0,1,1,1,0,3,1.0,167.64,165.1,135,1,0,0,48.1333,0.35,0.2667,1.0667,0.197,6,3,39,2,0,1,7,3,1,0,12,0.0,162.56,165.1,125,34,26,KO/TKO,259.0,84.0,0.35,0.31,3.52,2.67,0.61,0.62,1.41,0.59,0.36,11.38,125.5,64.0,65.0,40.0,28.0,-8.0,8.0,0.29,11.0,0.39,9.0,0.32,675.0,0.46,0.46,4.19,3.2,0.59,0.77,2.04,0.85,0.68,6.78,126.0,66.0,65.5,32.0,25.0,-9.0,6.0,0.24,12.0,0.48,7.0,0.28
771,771,3036,neil magny,santiago ponzinibbio,Blue,False,Welterweight,1,5,0,6,0,40.0,0.417,0.0,0.4,0.133,6,2,21,0,0,0,4,4,0,0,8,1.0,182.88,185.42,170,0,2,0,43.9474,0.435,0.2632,2.1579,0.437,7,5,48,0,0,1,7,5,1,0,14,1.0,190.5,203.2,170,31,32,KO/TKO,1056.0,507.0,0.46,0.39,3.43,2.48,0.52,0.54,2.12,0.25,0.07,12.27,171.0,75.0,80.0,37.0,29.0,-14.0,8.0,0.28,17.0,0.59,4.0,0.14,695.0,0.41,0.32,4.8,4.61,0.62,0.71,0.56,0.0,0.77,11.33,171.0,72.0,73.0,38.0,31.0,-8.0,17.0,0.55,8.0,0.26,6.0,0.19
772,772,3037,ricardo lamas,darren elkins,Red,False,Featherweight,1,3,1,0,0,38.3684,0.336,1.1053,2.0526,0.334,6,5,48,0,0,2,8,3,1,0,14,1.0,177.8,180.34,145,2,0,0,29.5714,0.472,0.7143,0.9286,0.28,4,5,31,1,0,0,3,3,3,0,9,1.0,172.72,180.34,145,36,34,KO/TKO,849.0,464.0,0.47,0.34,3.13,2.87,0.58,0.47,1.84,0.95,0.19,10.28,145.0,68.0,71.0,41.0,20.0,-8.0,6.0,0.32,8.0,0.42,5.0,0.26,254.0,0.38,0.35,3.4,3.22,0.52,0.56,2.86,1.08,0.09,11.93,144.5,70.0,71.0,40.0,29.0,-11.0,9.0,0.31,15.0,0.52,5.0,0.17
773,773,3048,chan sung jung,yair rodriguez,Blue,False,Featherweight,1,5,1,0,0,51.1429,0.45,1.1429,1.1429,0.436,6,1,20,1,0,2,2,2,0,0,6,1.0,180.34,180.34,145,0,1,0,28.8,0.4,0.8,1.0,0.3,3,1,12,1,0,0,0,2,2,0,4,1.0,170.18,182.88,145,31,26,KO/TKO,1499.0,419.0,0.41,0.44,3.93,4.52,0.52,0.73,0.7,0.61,0.43,12.33,162.6,67.0,72.0,36.0,17.0,-8.0,6.0,0.35,3.0,0.18,8.0,0.47,740.0,0.46,0.27,4.65,3.99,0.52,0.58,0.69,0.69,0.31,13.12,146.0,71.0,71.0,32.0,16.0,-5.0,6.0,0.38,6.0,0.38,4.0,0.25
774,774,3060,daniel cormier,derrick lewis,Red,True,Heavyweight,1,5,0,3,0,27.6667,0.552,0.0,0.3333,0.222,6,3,34,0,0,1,1,10,0,0,12,1.0,190.5,200.66,260,0,2,0,50.5,0.549,0.5833,1.4167,0.371,4,2,34,7,0,1,3,3,3,0,10,1.0,180.34,182.88,235,39,33,SUB,434.0,170.0,0.53,0.45,4.25,2.92,0.55,0.8,1.83,0.42,0.26,12.45,236.0,71.0,72.5,44.0,22.0,-3.0,10.0,0.45,7.0,0.32,5.0,0.23,482.0,0.51,0.26,2.48,2.48,0.41,0.53,0.57,0.0,0.57,9.15,266.0,75.0,79.0,40.0,28.0,-12.0,23.0,0.82,4.0,0.14,1.0,0.04
775,775,3071,volkan oezdemir,anthony smith,Blue,False,Light Heavyweight,1,5,0,2,0,29.5556,0.501,0.2222,0.3333,0.081,3,3,19,0,0,0,1,5,0,0,6,1.0,193.04,193.04,205,1,0,0,34.25,0.563,0.0,0.0,0.0,3,1,7,1,0,1,0,2,0,0,3,1.0,187.96,190.5,205,29,30,SUB,866.0,630.0,0.49,0.29,4.95,4.22,0.55,0.8,0.5,0.1,0.6,9.95,206.0,74.0,75.0,35.0,20.0,-8.0,13.0,0.65,5.0,0.25,2.0,0.1,815.0,0.49,0.24,3.2,4.88,0.45,0.5,0.44,0.61,0.39,9.85,205.5,76.0,76.0,36.0,38.0,-21.0,19.0,0.5,4.0,0.11,15.0,0.39
776,776,3084,khabib nurmagomedov,conor mcgregor,Red,True,Lightweight,1,5,0,2,0,47.3,0.485,0.0,0.5,0.18,7,1,20,3,1,0,1,7,0,0,9,0.0,175.26,187.96,155,0,10,0,58.7,0.505,0.5,4.9,0.374,10,0,29,1,0,0,6,2,2,0,10,1.0,177.8,177.8,155,30,30,SUB,1083.0,621.0,0.49,0.48,4.1,1.75,0.65,0.85,5.32,0.79,0.17,13.22,155.0,70.0,70.0,34.0,29.0,0.0,8.0,0.28,10.0,0.34,11.0,0.38,541.0,0.5,0.56,5.32,4.66,0.54,0.67,0.67,0.13,1.73,8.03,156.0,69.0,74.0,34.0,22.0,-6.0,19.0,0.86,2.0,0.09,1.0,0.05
777,777,3087,derrick lewis,alexander volkov,Red,False,Heavyweight,1,3,0,4,0,87.5,0.565,0.0,1.25,0.625,4,0,13,0,0,1,1,2,0,0,4,1.0,200.66,203.2,250,0,2,0,26.8571,0.552,0.0,0.3571,0.238,6,3,31,0,0,1,1,9,0,0,11,1.0,190.5,200.66,260,33,29,KO/TKO,889.0,482.0,0.51,0.26,2.48,2.48,0.41,0.53,0.57,0.0,0.57,9.15,266.0,75.0,79.0,40.0,28.0,-12.0,23.0,0.82,4.0,0.14,1.0,0.04,919.0,0.57,0.67,4.97,2.99,0.54,0.72,0.61,0.24,0.24,12.95,254.5,79.0,80.0,36.0,38.0,-11.0,24.0,0.63,10.0,0.26,4.0,0.11
778,778,3117,magomed ankalaev,marcin prachnio,Red,False,Light Heavyweight,1,3,1,0,0,15.0,0.62,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,190.5,187.96,205,1,0,0,59.0,0.61,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,190.5,190.5,205,26,30,KO/TKO,189.0,38.0,0.53,0.31,3.64,2.37,0.59,0.87,0.92,0.0,0.65,11.62,204.5,75.0,75.0,32.0,20.0,-1.0,11.0,0.55,9.0,0.45,0.0,0.0,697.0,0.54,0.2,5.57,3.24,0.54,0.54,0.15,0.0,0.15,10.27,218.2,75.0,74.0,36.0,17.0,-8.0,11.0,0.65,5.0,0.29,1.0,0.06
779,779,3125,abdul razak alhassan,niko price,Red,False,Welterweight,1,3,0,2,0,16.6667,0.357,0.8333,0.6667,0.192,2,2,10,0,0,0,0,2,2,0,4,1.0,182.88,193.04,170,0,2,0,23.75,0.45,0.0,0.25,0.083,2,1,6,0,0,0,0,3,0,0,3,1.0,177.8,185.42,170,33,28,KO/TKO,43.0,17.0,0.5,0.33,3.64,4.01,0.55,0.52,0.84,0.17,1.85,5.97,185.5,70.0,73.0,39.0,12.0,-7.0,12.0,1.0,0.0,0.0,0.0,0.0,702.0,0.43,0.3,5.21,5.58,0.49,0.53,1.04,0.66,0.47,8.8,170.5,72.0,76.0,35.0,16.0,-8.0,10.0,0.63,3.0,0.19,3.0,0.19
780,780,3127,aljamain sterling,cody stamann,Red,False,Bantamweight,1,3,0,3,0,85.0,0.513,0.0,4.0,0.487,3,0,9,0,0,2,1,0,0,0,3,1.0,167.64,162.56,135,0,1,0,49.3,0.487,0.7,1.9,0.479,4,3,27,0,0,0,4,1,2,0,7,1.0,170.18,180.34,135,29,28,SUB,522.0,836.0,0.52,0.3,4.41,2.21,0.59,0.43,2.51,0.69,0.0,13.37,145.5,67.0,71.0,35.0,24.0,-5.0,3.0,0.13,13.0,0.54,8.0,0.33,833.0,0.47,0.37,4.32,3.91,0.6,0.76,2.17,0.0,0.17,11.98,135.5,66.5,64.5,35.0,21.0,-8.0,7.0,0.33,12.0,0.57,2.0,0.1
781,781,3132,irene aldana,lucie pudilova,Red,False,Women's Bantamweight,0,3,0,2,0,75.6667,0.447,0.6667,0.0,0.0,2,1,9,0,0,0,2,0,0,0,2,1.0,172.72,170.18,125,0,1,0,87.3333,0.397,0.0,0.6667,0.5,1,2,9,0,0,0,1,0,0,0,1,1.0,175.26,172.72,135,30,24,S-DEC,900.0,10.0,0.4,0.5,5.19,6.64,0.56,0.78,0.15,0.22,0.22,14.65,136.0,69.0,68.5,36.0,15.0,-8.0,8.0,0.53,4.0,0.27,3.0,0.2,704.0,0.38,0.32,3.6,4.07,0.5,0.68,0.7,0.6,0.2,13.67,136.7,68.0,67.5,30.0,14.0,-10.0,3.0,0.21,9.0,0.64,2.0,0.14
782,782,3135,michael johnson,andre fili,Red,False,Featherweight,1,3,0,2,0,42.2,0.356,0.1,2.1,0.503,2,4,24,0,0,1,3,2,0,0,6,1.0,180.34,187.96,145,3,0,0,45.5,0.352,0.0556,0.4444,0.31,4,9,44,1,0,0,5,4,0,0,9,0.0,177.8,185.42,145,32,28,S-DEC,900.0,408.0,0.4,0.4,4.23,3.8,0.58,0.81,0.61,0.04,0.52,11.5,156.0,70.0,73.5,38.0,24.0,-19.0,10.0,0.42,12.0,0.5,2.0,0.08,285.0,0.38,0.44,3.88,4.11,0.51,0.7,2.15,0.25,0.37,10.62,157.0,71.0,74.0,34.0,24.0,-11.0,10.0,0.42,11.0,0.46,3.0,0.13
783,783,3136,cortney casey,angela hill,Red,False,Women's Strawweight,0,3,0,1,0,71.8571,0.499,0.0,0.2857,0.214,1,4,19,0,0,0,3,0,0,0,3,1.0,160.02,162.56,115,2,0,0,53.375,0.454,0.5,0.25,0.125,2,5,20,0,0,0,1,1,1,0,3,1.0,170.18,170.18,115,31,33,S-DEC,900.0,142.0,0.39,0.31,4.29,4.0,0.55,0.4,0.39,0.47,0.0,12.68,126.0,67.0,67.0,36.0,10.0,-10.0,3.0,0.21,7.0,0.5,4.0,0.29,375.0,0.5,0.33,5.47,4.92,0.61,0.75,0.81,0.12,0.12,14.37,115.5,63.0,64.5,40.0,18.0,-14.0,5.0,0.28,12.0,0.67,1.0,0.06
784,784,3137,jake ellenberger,bryan barberena,Blue,False,Welterweight,1,3,1,0,0,59.4286,0.5,0.2857,0.2857,0.19,2,3,18,0,0,0,1,2,1,0,4,0.0,182.88,182.88,170,3,0,0,20.25,0.412,0.2,1.15,0.353,6,10,40,0,0,1,2,5,1,1,10,1.0,175.26,180.34,170,33,29,KO/TKO,146.0,255.0,0.39,0.48,2.47,2.83,0.61,0.86,2.04,0.36,0.98,8.05,170.0,69.0,71.5,38.0,31.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.48,0.22,5.35,4.59,0.44,0.5,0.13,0.27,0.4,11.72,198.0,72.0,72.5,34.0,18.0,-12.0,11.0,0.61,5.0,0.28,2.0,0.11
785,785,3147,tj dillashaw,cody garbrandt,Red,True,Bantamweight,1,5,1,0,0,34.7143,0.366,0.0,0.7143,0.154,6,1,16,2,0,0,2,4,0,0,6,1.0,172.72,165.1,135,0,3,0,68.5,0.394,0.8571,1.5,0.341,4,3,41,6,0,0,4,6,1,0,11,1.0,167.64,170.18,125,32,27,KO/TKO,250.0,220.0,0.41,0.31,5.09,3.47,0.62,0.78,1.56,0.82,0.61,12.27,135.0,66.5,67.0,37.0,18.0,-5.0,8.0,0.44,7.0,0.39,3.0,0.17,308.0,0.41,0.34,2.98,3.76,0.6,0.8,1.03,0.0,1.13,9.7,135.0,68.0,65.5,33.0,14.0,-6.0,11.0,0.79,3.0,0.21,0.0,0.0
786,786,3149,cub swanson,renato moicano,Blue,False,Featherweight,1,3,0,1,0,77.4,0.472,0.2,1.0,0.38,3,1,14,0,0,2,1,0,1,0,4,1.0,180.34,182.88,145,2,0,0,64.4667,0.486,0.1333,0.7333,0.404,6,5,45,0,0,0,6,4,0,0,10,1.0,172.72,177.8,145,34,29,SUB,255.0,848.0,0.51,0.5,4.79,4.0,0.59,0.64,1.01,0.39,0.39,11.68,146.0,68.0,70.0,41.0,30.0,-14.0,14.0,0.47,12.0,0.4,4.0,0.13,563.0,0.49,0.44,4.36,3.55,0.61,0.71,1.82,0.55,0.09,9.15,155.0,71.0,72.0,35.0,20.0,-6.0,2.0,0.1,8.0,0.4,10.0,0.5
787,787,3175,marcin tybura,stefan struve,Red,False,Heavyweight,1,3,2,0,0,24.4,0.452,1.0,0.3,0.225,4,8,38,0,1,0,1,5,5,0,12,1.0,210.82,213.36,265,2,0,0,54.6667,0.527,0.1667,1.0,0.498,3,3,19,0,0,0,1,2,0,0,3,1.0,190.5,198.12,249,32,30,U-DEC,900.0,888.0,0.49,0.33,3.57,3.26,0.55,0.77,1.42,0.13,0.06,11.07,251.0,75.0,78.0,39.0,26.0,-9.0,10.0,0.38,9.0,0.35,7.0,0.27,843.0,0.47,0.47,3.12,4.04,0.47,0.56,0.56,1.68,0.24,7.82,265.0,84.0,84.5,35.0,33.0,-13.0,8.0,0.24,7.0,0.21,18.0,0.55
788,788,3188,randy brown,niko price,Blue,False,Welterweight,1,3,0,1,0,17.6,0.368,1.0,0.6,0.13,1,2,8,0,0,0,0,1,2,0,3,1.0,182.88,193.04,170,0,1,0,34.1667,0.467,0.5,0.6667,0.43,2,2,16,0,0,0,2,1,1,0,4,1.0,190.5,198.12,170,28,28,KO/TKO,369.0,114.0,0.47,0.39,4.35,3.24,0.54,0.73,0.81,0.59,0.37,10.68,171.0,75.0,78.0,34.0,19.0,-6.0,7.0,0.37,7.0,0.37,5.0,0.26,702.0,0.43,0.3,5.21,5.58,0.49,0.53,1.04,0.66,0.47,8.8,170.5,72.0,76.0,35.0,16.0,-8.0,10.0,0.63,3.0,0.19,3.0,0.19
789,789,3192,darren elkins,alexander volkanovski,Blue,False,Featherweight,1,3,0,4,0,69.5,0.615,0.0,3.5,0.645,4,0,10,0,0,0,2,2,0,0,4,1.0,167.64,180.34,145,0,6,0,35.9444,0.328,1.1667,2.1111,0.344,6,4,45,0,0,2,8,3,1,0,14,1.0,177.8,180.34,145,34,29,U-DEC,900.0,254.0,0.38,0.35,3.4,3.22,0.52,0.56,2.86,1.08,0.09,11.93,144.5,70.0,71.0,40.0,29.0,-11.0,9.0,0.31,15.0,0.52,5.0,0.17,918.0,0.57,0.38,6.16,3.44,0.58,0.7,1.78,0.18,0.36,15.82,144.5,66.0,71.5,36.0,26.0,-4.0,13.0,0.52,9.0,0.36,3.0,0.12
790,790,3198,stipe miocic,daniel cormier,Blue,True,Heavyweight,1,5,0,1,0,52.8182,0.538,0.6364,1.5455,0.405,4,2,33,6,0,1,3,2,3,0,9,1.0,180.34,182.88,235,0,6,0,49.7143,0.538,0.0,1.6429,0.374,6,2,34,4,0,0,4,8,0,0,12,1.0,193.04,203.2,240,35,39,KO/TKO,273.0,558.0,0.53,0.34,4.67,4.01,0.52,0.65,1.74,0.0,0.49,11.35,248.6,77.0,80.0,42.0,20.0,-5.0,15.0,0.75,5.0,0.25,0.0,0.0,170.0,0.53,0.45,4.25,2.92,0.55,0.8,1.83,0.42,0.26,12.45,236.0,71.0,72.5,44.0,22.0,-3.0,10.0,0.45,7.0,0.32,5.0,0.23
791,791,3203,uriah hall,paulo costa,Blue,False,Middleweight,1,3,0,3,0,38.0,0.583,0.0,0.0,0.0,3,0,5,0,0,0,0,3,0,0,3,1.0,185.42,182.88,185,0,1,0,27.5,0.541,0.1667,0.5833,0.27,3,6,24,1,0,0,1,3,0,2,6,1.0,182.88,200.66,185,33,27,KO/TKO,458.0,354.0,0.49,0.39,3.23,3.85,0.54,0.64,0.54,0.15,0.61,10.32,186.0,72.0,79.5,38.0,18.0,-11.0,14.0,0.78,3.0,0.17,1.0,0.06,175.0,0.58,0.75,6.22,6.56,0.49,0.8,0.36,0.0,0.48,12.53,185.0,73.0,72.0,33.0,14.0,-4.0,11.0,0.85,1.0,0.08,1.0,0.08
792,792,3205,lando vannata,drakkar klose,Blue,False,Lightweight,1,3,1,0,0,53.5,0.5,0.0,2.0,0.64,1,1,6,0,0,0,1,0,0,0,1,1.0,175.26,177.8,155,2,0,0,57.5,0.41,0.25,1.25,0.45,1,3,9,0,0,0,0,1,0,0,1,1.0,175.26,180.34,155,26,30,U-DEC,900.0,901.0,0.45,0.38,4.52,4.76,0.55,0.69,1.09,0.3,0.5,11.65,156.0,69.0,71.0,31.0,12.0,-7.0,4.0,0.33,3.0,0.25,5.0,0.42,446.0,0.55,0.28,4.33,3.54,0.5,0.69,1.65,0.0,0.22,11.33,156.0,69.0,70.0,36.0,15.0,-3.0,6.0,0.4,9.0,0.6,0.0,0.0
793,793,3221,donald cerrone,leon edwards,Blue,False,Welterweight,1,5,0,5,0,28.4444,0.537,0.5556,1.3333,0.246,5,2,25,0,0,0,4,2,1,0,7,0.0,182.88,187.96,170,0,1,0,43.0741,0.495,0.3704,0.7037,0.298,8,7,55,1,0,0,6,9,5,0,20,1.0,185.42,185.42,155,35,26,U-DEC,1500.0,148.0,0.47,0.33,4.41,4.48,0.53,0.74,1.16,1.16,0.81,9.67,170.5,73.0,73.0,40.0,36.0,-17.0,10.0,0.28,9.0,0.25,17.0,0.47,248.0,0.54,0.37,2.68,2.37,0.54,0.66,1.25,0.38,0.24,17.37,170.0,72.0,74.0,33.0,22.0,-4.0,7.0,0.32,12.0,0.55,3.0,0.14
794,794,3235,rafael dos anjos,colby covington,Blue,True,Welterweight,1,5,0,5,0,35.3333,0.54,0.2222,4.5556,0.506,5,1,23,0,0,0,4,2,2,0,8,1.0,180.34,182.88,170,0,3,0,44.9583,0.446,0.5833,1.75,0.3,5,7,64,3,0,0,10,4,3,0,17,0.0,172.72,177.8,170,33,30,U-DEC,1500.0,228.0,0.47,0.36,3.48,3.23,0.6,0.55,1.95,0.57,0.2,14.53,171.0,68.0,70.0,40.0,32.0,-17.0,5.0,0.16,16.0,0.5,11.0,0.34,182.0,0.38,0.43,3.81,3.09,0.55,0.69,3.64,0.16,0.05,16.95,171.0,71.0,72.0,36.0,17.0,-5.0,4.0,0.24,9.0,0.53,4.0,0.24
795,795,3243,rashad evans,anthony smith,Blue,False,Light Heavyweight,1,3,1,0,0,33.8571,0.444,0.2857,0.4286,0.104,3,3,17,0,0,0,1,3,0,0,4,1.0,193.04,193.04,205,4,0,0,27.8636,0.387,0.0,2.4091,0.349,5,8,61,4,1,4,3,6,0,0,14,1.0,182.88,190.5,205,38,29,KO/TKO,53.0,269.0,0.38,0.45,2.14,2.42,0.63,0.74,2.98,0.0,0.19,12.2,205.0,72.0,75.0,43.0,24.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,0.49,0.24,3.2,4.88,0.45,0.5,0.44,0.61,0.39,9.85,205.5,76.0,76.0,36.0,38.0,-21.0,19.0,0.5,4.0,0.11,15.0,0.39
796,796,3248,gregor gillespie,vinc pichel,Red,False,Lightweight,1,3,0,4,0,36.0,0.372,0.2,3.4,0.326,4,1,11,0,0,0,3,1,0,0,4,1.0,177.8,182.88,155,0,4,0,25.75,0.518,0.25,2.5,0.355,4,0,7,0,0,0,1,2,1,0,4,1.0,170.18,180.34,155,31,35,SUB,546.0,316.0,0.53,0.48,3.74,2.3,0.58,1.0,6.86,0.76,0.51,7.38,156.0,67.0,71.0,36.0,14.0,-1.0,8.0,0.53,2.0,0.13,5.0,0.33,685.0,0.47,0.54,3.62,3.05,0.56,0.25,2.78,0.22,0.11,12.27,166.6,70.0,72.0,41.0,14.0,-4.0,8.0,0.57,6.0,0.43,0.0,0.0
797,797,3271,alexa grasso,tatiana suarez,Blue,False,Women's Strawweight,0,3,0,2,0,43.5,0.75,0.5,3.5,0.9,2,0,4,1,0,0,1,0,1,0,2,0.0,165.1,167.64,115,0,1,0,69.6667,0.42,0.3333,0.3333,0.167,1,1,9,0,0,1,1,0,0,0,2,1.0,165.1,167.64,115,24,27,SUB,164.0,334.0,0.42,0.4,4.19,3.69,0.58,0.55,0.44,0.65,0.07,15.87,124.0,65.0,66.0,31.0,16.0,-4.0,4.0,0.25,10.0,0.63,2.0,0.13,844.0,0.62,0.47,3.22,1.58,0.47,0.8,4.65,0.66,0.0,11.3,114.5,65.0,66.0,34.0,11.0,-1.0,2.0,0.18,3.0,0.27,6.0,0.55
798,798,3277,brandon moreno,alexandre pantoja,Blue,False,Flyweight,1,3,1,0,0,58.3333,0.423,1.6667,1.0,0.777,2,1,9,0,0,1,0,0,1,0,2,1.0,165.1,170.18,125,1,0,0,32.75,0.42,1.0,2.5,0.47,3,1,11,0,0,1,0,0,2,0,3,1.0,170.18,177.8,125,24,28,U-DEC,900.0,572.0,0.44,0.46,3.99,3.53,0.61,0.64,1.59,0.42,0.21,16.67,135.0,67.0,70.0,30.0,22.0,-8.0,5.0,0.23,6.0,0.27,11.0,0.5,651.0,0.5,0.47,4.41,3.92,0.5,0.68,2.74,0.89,0.3,12.65,124.5,65.0,67.0,34.0,29.0,-5.0,8.0,0.28,10.0,0.34,11.0,0.38
799,799,3283,amanda nunes,raquel pennington,Red,True,Women's Bantamweight,0,5,0,4,0,49.875,0.531,1.125,1.25,0.595,4,2,21,0,0,1,3,0,2,0,6,1.0,170.18,170.18,135,0,6,0,31.1111,0.576,0.4444,0.8889,0.23,6,1,17,3,0,1,1,4,2,0,8,1.0,172.72,175.26,145,29,29,KO/TKO,1356.0,617.0,0.52,0.55,4.55,2.62,0.58,0.82,2.73,0.7,0.63,10.73,135.0,68.0,69.0,35.0,23.0,-5.0,13.0,0.25,36.0,0.68,4.0,0.08,671.0,0.49,0.28,4.1,3.32,0.61,0.63,0.83,0.62,0.05,15.3,135.0,67.0,67.5,36.0,16.0,-10.0,1.0,0.06,11.0,0.69,4.0,0.25
