,RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,FinishRoundTime,TotalFightTimeSecs
2946,Geraldo de Freitas,Felipe Colares,-130.0,110.0,2019-02-02,Red,False,Featherweight,1,3,0,0,0,,0.47,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,175.26,175.26,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,175.26,182.88,135,27,24,U-DEC,5:00,900.0
2947,Ricardo Ramos,Said Nurmagomedov,-170.0,150.0,2019-02-02,Blue,False,Bantamweight,1,3,0,1,0,65.0,0.57,0.0,1.0,0.09,1,0,3,0,0,1,0,0,0,0,1,1.0,172.72,177.8,135,0,3,0,47.0,0.437,0.6667,1.3333,0.367,3,0,9,0,0,1,1,1,0,0,3,1.0,175.26,182.88,135,23,26,KO/TKO,2:28,148.0
2948,Magomed Bibulatov,Rogerio Bontorin,-290.0,245.0,2019-02-02,Blue,False,Flyweight,1,3,0,0,0,,0.52,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,167.64,170.18,125,1,0,0,28.0,0.47,0.0,1.0,0.14,1,1,4,0,0,0,1,0,0,0,1,1.0,165.1,165.1,125,30,26,S-DEC,5:00,900.0
2949,Henry Cejudo,TJ Dillashaw,185.0,-225.0,2019-01-19,Red,True,Flyweight,1,5,0,4,0,66.9333,0.409,0.8,1.4,0.319,4,3,42,7,0,0,4,7,1,0,12,1.0,167.64,170.18,125,0,3,0,46.8889,0.431,0.1111,2.1111,0.509,4,2,26,2,0,2,4,1,0,0,7,1.0,162.56,162.56,135,31,32,KO/TKO,0:32,32.0
2950,Greg Hardy,Allen Crowder,-450.0,360.0,2019-01-19,Blue,False,Heavyweight,1,3,1,0,0,15.0,0.39,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,190.5,193.04,245,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,195.58,203.2,265,30,29,DQ,2:28,448.0
2951,Gregor Gillespie,Yancy Medeiros,-470.0,375.0,2019-01-19,Red,False,Lightweight,1,3,1,0,0,31.5833,0.358,0.3333,0.0833,0.083,3,6,21,0,0,1,0,2,3,0,6,1.0,177.8,190.5,155,0,5,0,23.2,0.514,0.6,3.4,0.438,5,0,9,0,0,0,1,2,2,0,5,1.0,170.18,180.34,155,32,31,KO/TKO,4:59,599.0
2952,Joseph Benavidez,Dustin Ortiz,-240.0,200.0,2019-01-19,Red,False,Flyweight,1,3,0,3,0,35.6923,0.447,0.0769,2.4615,0.281,3,5,34,0,0,3,1,4,0,0,8,1.0,165.1,165.1,125,0,1,0,47.3125,0.358,0.25,1.0625,0.216,6,3,40,2,0,1,7,4,1,0,13,0.0,162.56,165.1,125,34,30,U-DEC,5:00,900.0
2953,Paige VanZant,Rachael Ostovich,-175.0,155.0,2019-01-19,Red,False,Women's Flyweight,0,3,1,0,0,21.5,0.32,1.0,0.5,0.5,1,1,4,0,0,0,0,0,1,0,1,1.0,160.02,157.48,125,2,0,0,42.1429,0.47,0.5714,1.1429,0.189,3,3,20,0,0,0,1,2,1,0,4,1.0,162.56,165.1,115,24,27,SUB,1:50,410.0
2954,Glover Teixeira,Karl Roberson,-110.0,-110.0,2019-01-19,Red,False,Light Heavyweight,1,3,0,1,0,18.3333,0.62,0.6667,1.0,0.553,1,1,5,0,0,0,1,0,1,0,2,0.0,185.42,187.96,205,1,0,0,32.0667,0.451,0.4667,1.3333,0.367,5,5,35,1,0,0,2,4,3,1,10,1.0,187.96,193.04,205,39,28,SUB,3:21,201.0
2955,Alexander Hernandez,Donald Cerrone,-220.0,180.0,2019-01-19,Blue,False,Lightweight,1,3,0,1,0,42.4828,0.5,0.3793,0.6897,0.281,8,8,61,1,0,0,6,9,6,0,21,1.0,185.42,185.42,155,0,2,0,23.5,0.545,0.0,2.0,0.2,2,0,4,0,0,0,1,1,0,0,2,1.0,175.26,182.88,155,26,35,KO/TKO,3:43,523.0
2956,Joanne Calderwood,Ariane Lipski,215.0,-255.0,2019-01-19,Red,False,Women's Flyweight,0,3,0,0,0,,0.31,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,160.02,170.18,125,0,1,0,58.0,0.543,0.2857,1.1429,0.25,2,3,15,0,0,0,2,1,1,0,4,1.0,167.64,165.1,125,33,24,U-DEC,5:00,900.0
2957,Alonzo Menifield,Vinicius Moreira,-290.0,245.0,2019-01-19,Red,False,Light Heavyweight,1,3,0,0,0,,0.6,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,193.04,191.77,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,182.88,193.04,205,31,29,KO/TKO,3:56,236.0
2958,Cory Sandhagen,Mario Bautista,-525.0,415.0,2019-01-19,Red,False,Bantamweight,1,3,0,0,0,,0.49,,,,0,0,0,0,0,0,0,0,0,0,0,,175.26,182.88,135,0,2,0,73.0,0.56,0.0,0.5,0.5,2,0,4,0,0,0,0,2,0,0,2,,180.34,177.8,135,26,25,SUB,3:31,211.0
2959,Dennis Bermudez,Te Edwards,105.0,-125.0,2019-01-19,Red,False,Lightweight,1,3,1,0,0,5.0,0.33,0.0,1.0,1.0,0,1,2,0,0,0,0,0,0,0,0,1.0,172.72,182.88,155,4,0,0,50.4375,0.454,0.75,2.875,0.389,7,7,39,1,0,2,4,1,2,0,9,1.0,167.64,167.64,155,32,28,U-DEC,5:00,900.0
2960,Belal Muhammad,Geoff Neal,170.0,-200.0,2019-01-19,Blue,False,Welterweight,1,3,0,2,0,36.5,0.51,0.5,0.0,0.0,2,0,3,0,0,0,0,1,1,0,2,0.0,180.34,190.5,170,0,4,0,60.0,0.414,0.1429,2.1429,0.383,4,2,19,0,0,1,3,1,0,0,5,1.0,180.34,182.88,170,30,28,U-DEC,5:00,900.0
2961,Kyle Stewart,Chance Rencountre,-165.0,145.0,2019-01-19,Blue,False,Welterweight,1,3,1,0,0,16.0,0.13,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0.0,187.96,190.5,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,187.96,193.04,170,29,32,SUB,2:25,145.0
2962,Jon Jones,Alexander Gustafsson,-290.0,245.0,2018-12-29,Red,True,Light Heavyweight,1,5,0,2,0,45.7857,0.394,0.3571,1.2857,0.325,6,4,35,2,0,0,3,5,2,0,10,1.0,195.58,200.66,205,1,0,0,62.0,0.574,0.5556,2.0,0.577,13,2,55,11,0,0,7,4,5,0,16,1.0,193.04,213.36,205,31,31,KO/TKO,2:02,722.0
2963,Cris Cyborg,Amanda Nunes,-210.0,175.0,2018-12-29,Blue,True,Women's Featherweight,0,5,0,7,0,40.4,0.566,0.4,1.1,0.282,7,1,22,4,0,1,1,5,2,0,9,1.0,172.72,175.26,145,0,5,0,67.0,0.62,0.0,0.6,0.4,5,0,12,3,0,0,1,4,0,0,5,1.0,172.72,172.72,145,33,30,,,
2964,Carlos Condit,Michael Chiesa,-105.0,-115.0,2018-12-29,Blue,False,Welterweight,1,3,2,0,0,17.5455,0.391,0.7273,1.5455,0.396,3,4,22,1,0,0,2,0,5,0,7,0.0,185.42,190.5,170,4,0,0,54.0667,0.379,0.6667,0.4667,0.194,5,8,43,3,0,1,1,4,0,1,7,1.0,187.96,190.5,170,34,31,SUB,0:56,356.0
2965,Ilir Latifi,Corey Anderson,-130.0,110.0,2018-12-29,Blue,False,Light Heavyweight,1,3,0,2,0,54.0,0.484,0.0,4.3333,0.53,3,4,31,1,0,0,6,2,0,0,8,1.0,190.5,200.66,205,0,2,0,15.3,0.444,0.3,1.0,0.338,3,3,17,0,0,0,2,3,2,0,7,1.0,177.8,185.42,205,35,29,U-DEC,5:00,900.0
2966,Chad Mendes,Alexander Volkanovski,-140.0,120.0,2018-12-29,Blue,False,Featherweight,1,3,0,5,0,75.6,0.63,0.6,3.2,0.548,5,0,13,0,0,0,3,2,0,0,5,1.0,167.64,180.34,145,0,1,0,27.1538,0.578,0.1538,1.8462,0.261,5,4,26,3,0,0,3,6,0,0,9,1.0,167.64,167.64,145,33,30,KO/TKO,4:14,554.0
2967,Cat Zingano,Megan Anderson,-130.0,120.0,2018-12-29,Blue,False,Women's Featherweight,0,3,1,0,0,26.0,0.44,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,182.88,182.88,145,0,1,0,29.6667,0.513,0.6667,2.1667,0.558,2,3,16,1,0,0,1,2,0,0,3,0.0,167.64,172.72,145,36,28,KO/TKO,1:01,61.0
2968,Douglas Silva de Andrade,Petr Yan,290.0,-350.0,2018-12-29,Blue,False,Bantamweight,1,3,0,2,0,62.5,0.525,0.0,0.0,0.0,2,0,4,0,0,0,1,1,0,0,2,,170.18,170.18,135,0,1,0,52.6,0.344,0.0,0.8,0.466,2,2,14,0,0,0,2,1,0,0,3,1.0,170.18,172.72,135,33,25,KO/TKO,5:00,600.0
2969,BJ Penn,Ryan Hall,365.0,-460.0,2018-12-29,Blue,False,Lightweight,1,3,0,2,0,34.5,0.475,0.5,0.5,0.165,2,0,6,1,0,0,2,0,0,0,2,0.0,177.8,180.34,155,6,0,0,37.28,0.535,0.48,1.04,0.329,3,13,73,11,0,0,1,6,4,1,12,1.0,175.26,177.8,155,40,33,SUB,2:46,166.0
2970,Nathaniel Wood,Andre Ewell,-120.0,100.0,2018-12-29,Red,False,Bantamweight,1,3,0,1,0,53.0,0.43,0.0,1.0,1.0,1,0,3,0,0,1,0,0,0,0,1,0.0,172.72,190.5,135,0,1,0,33.0,0.34,1.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,1.0,167.64,175.26,135,25,30,SUB,4:12,852.0
2971,Uriah Hall,Bevon Lewis,150.0,-170.0,2018-12-29,Red,False,Middleweight,1,3,0,0,0,,0.45,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,190.5,200.66,185,1,0,0,29.8462,0.535,0.1538,0.5385,0.249,3,7,26,1,0,0,1,3,0,2,6,1.0,182.88,200.66,185,34,27,KO/TKO,1:32,692.0
2972,Curtis Millender,Siyar Bahadurzada,-150.0,130.0,2018-12-29,Red,False,Welterweight,1,3,0,3,0,35.3333,0.492,0.3333,0.8333,0.417,3,2,14,0,0,0,0,3,1,0,4,1.0,180.34,185.42,170,0,2,0,42.5,0.42,0.0,0.5,0.5,2,0,5,0,0,0,1,1,0,0,2,1.0,187.96,193.04,170,31,34,U-DEC,5:00,900.0
2973,Brian Kelleher,Montel Jackson,155.0,-175.0,2018-12-29,Blue,False,Bantamweight,1,3,1,0,0,42.0,0.44,0.0,2.0,1.0,0,1,3,0,0,0,0,0,0,0,0,0.0,177.8,190.5,135,1,0,0,47.0,0.422,0.4,0.8,0.348,2,2,11,0,0,0,1,1,1,0,3,,167.64,167.64,135,32,26,SUB,1:40,100.0
2974,Kevin Lee,Al Iaquinta,-335.0,275.0,2018-12-15,Blue,False,Lightweight,1,5,1,0,0,47.8182,0.442,0.2727,0.7273,0.235,5,3,28,2,0,1,3,4,0,0,8,1.0,177.8,177.8,155,0,1,0,45.0,0.458,0.8462,2.4615,0.444,5,3,31,1,0,1,3,1,4,1,10,1.0,175.26,195.58,170,26,31,U-DEC,5:00,1500.0
2975,Edson Barboza,Dan Hooker,-105.0,-115.0,2018-12-15,Red,False,Lightweight,1,3,0,4,0,33.5,0.475,0.3,0.3,0.099,4,3,20,0,0,0,0,5,2,0,7,,182.88,190.5,155,2,0,0,41.2105,0.443,0.0526,0.3684,0.193,4,6,48,0,1,1,5,6,0,0,13,1.0,180.34,190.5,155,32,28,KO/TKO,2:19,739.0
2976,Rob Font,Sergio Pettis,-165.0,145.0,2018-12-15,Red,False,Bantamweight,1,3,1,0,0,54.3333,0.374,0.4167,0.9167,0.273,4,4,37,0,0,1,7,0,0,0,8,1.0,167.64,175.26,135,1,0,0,36.375,0.439,0.5,0.625,0.254,2,3,15,0,0,0,0,4,1,0,5,1.0,172.72,180.34,135,31,25,U-DEC,5:00,900.0
2977,Jim Miller,Charles Oliveira,255.0,-310.0,2018-12-15,Blue,False,Lightweight,1,3,0,2,0,21.1905,0.507,1.2857,1.3333,0.428,4,9,39,0,0,0,1,0,11,0,12,1.0,177.8,187.96,155,0,1,0,29.5,0.383,1.3333,1.2,0.437,7,12,70,0,0,2,6,3,7,0,18,0.0,172.72,180.34,155,35,29,SUB,1:15,75.0
2978,Zak Ottow,Dwight Grant,230.0,-270.0,2018-12-15,Red,False,Welterweight,1,3,0,0,0,,0.36,,,,0,0,0,0,0,0,0,0,0,0,0,,185.42,193.04,170,1,0,0,29.8333,0.387,0.3333,0.5,0.152,1,3,13,0,0,2,0,1,0,0,3,1.0,180.34,182.88,170,31,34,S-DEC,5:00,900.0
2979,Bobby Green,Drakkar Klose,210.0,-250.0,2018-12-15,Blue,False,Lightweight,1,3,0,1,0,54.0,0.52,0.0,1.6667,0.51,1,1,9,0,0,0,2,0,0,0,2,1.0,175.26,177.8,155,0,1,0,61.8889,0.476,0.1111,0.6667,0.226,4,4,23,0,0,1,2,1,1,0,5,1.0,177.8,180.34,155,32,30,U-DEC,5:00,900.0
2980,Jared Gordon,Joaquim Silva,-115.0,-105.0,2018-12-15,Blue,False,Lightweight,1,3,1,0,0,35.0,0.445,0.25,0.0,0.0,3,1,10,0,0,2,0,1,0,0,3,0.0,172.72,175.26,155,1,0,0,58.6667,0.5,0.0,2.0,0.313,2,1,6,0,0,0,1,1,0,0,2,1.0,175.26,172.72,155,30,29,KO/TKO,2:39,759.0
2981,Gerald Meerschaert,Jack Hermansson,130.0,-150.0,2018-12-15,Blue,False,Middleweight,1,3,0,1,0,33.8333,0.52,0.1667,1.0,0.527,2,2,11,0,0,0,1,3,0,0,4,1.0,185.42,195.58,185,0,2,0,23.8,0.466,0.8,1.2,0.224,2,1,8,0,0,0,0,1,3,0,4,0.0,185.42,195.58,185,30,30,SUB,4:25,265.0
2982,Trevor Smith,Zak Cummings,270.0,-330.0,2018-12-15,Blue,False,Middleweight,1,3,1,0,0,25.8889,0.333,0.6667,0.7778,0.243,2,3,19,0,0,0,2,1,3,0,6,0.0,182.88,190.5,185,1,0,0,42.5,0.552,0.6,1.6,0.255,2,5,26,0,0,1,4,0,0,0,5,1.0,190.5,190.5,185,37,34,U-DEC,5:00,900.0
2983,Dan Ige,Jordan Griffin,-165.0,145.0,2018-12-15,Red,False,Featherweight,1,3,0,0,0,,0.46,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,177.8,182.88,145,0,1,0,30.0,0.61,0.0,1.0,0.535,1,1,4,0,0,0,0,1,0,0,1,1.0,170.18,180.34,145,27,28,U-DEC,5:00,900.0
2984,Adam Milstead,Mike Rodriguez,-110.0,-110.0,2018-12-15,Blue,False,Light Heavyweight,1,3,1,0,0,40.0,0.6,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0.0,193.04,208.28,205,2,0,0,39.0,0.643,0.0,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,1.0,190.5,193.04,205,31,30,KO/TKO,2:59,179.0
2985,Chris de la Rocha,Juan Adams,375.0,-470.0,2018-12-15,Blue,False,Heavyweight,1,3,0,0,0,,0.55,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,195.58,203.2,265,0,1,0,26.6667,0.323,0.6667,1.0,0.25,1,2,5,0,0,0,0,1,0,0,1,1.0,190.5,203.2,250,39,26,KO/TKO,0:58,658.0
2986,Max Holloway,Brian Ortega,-110.0,-110.0,2018-12-08,Red,True,Featherweight,1,5,0,6,0,35.5714,0.347,1.1429,0.1429,0.047,6,1,16,0,0,0,0,3,3,0,6,,172.72,175.26,145,0,12,0,74.2778,0.432,0.3889,0.2222,0.167,12,3,46,3,0,1,4,8,2,0,15,1.0,180.34,175.26,155,27,27,KO/TKO,5:00,1200.0
2987,Valentina Shevchenko,Joanna Jedrzejczyk,-300.0,250.0,2018-12-08,Red,True,Women's Flyweight,0,5,0,1,0,115.1818,0.425,0.0,0.1818,0.136,8,2,40,8,0,1,6,2,0,0,9,1.0,167.64,165.1,125,0,1,0,54.5,0.595,0.5,2.0,0.643,2,2,20,1,0,1,1,0,2,0,4,0.0,165.1,167.64,125,30,31,U-DEC,5:00,1500.0
2988,Alex Oliveira,Gunnar Nelson,135.0,-155.0,2018-12-08,Blue,False,Welterweight,1,3,1,0,0,18.3,0.63,0.7,1.0,0.625,4,3,21,0,0,0,1,0,6,0,7,,180.34,182.88,170,0,2,0,26.1538,0.507,0.5385,2.0,0.288,3,4,28,0,0,0,2,4,3,0,9,1.0,180.34,193.04,170,30,30,SUB,4:17,557.0
2989,Hakeem Dawodu,Kyle Bochniak,-200.0,170.0,2018-12-08,Red,False,Featherweight,1,3,1,0,0,38.4,0.324,0.0,1.0,0.146,1,3,15,0,0,1,1,0,0,0,2,1.0,170.18,177.8,145,0,1,0,39.0,0.72,0.0,0.0,0.0,1,1,4,0,0,0,1,0,0,0,1,1.0,172.72,185.42,145,27,31,S-DEC,5:00,900.0
2990,Jimi Manuwa,Thiago Santos,160.0,-185.0,2018-12-08,Blue,False,Light Heavyweight,1,3,0,2,0,31.5625,0.459,0.0625,0.375,0.151,4,5,27,0,0,0,2,9,0,0,11,1.0,187.96,193.04,205,2,0,0,26.0,0.527,0.2,0.3,0.1,3,4,19,0,0,0,1,3,0,2,6,1.0,185.42,200.66,205,38,34,KO/TKO,0:41,341.0
2991,Claudia Gadelha,Nina Ansaroff,-310.0,255.0,2018-12-08,Blue,False,Women's Strawweight,0,3,0,3,0,71.0,0.474,0.8,0.4,0.3,3,2,15,0,0,0,2,0,1,0,3,1.0,165.1,162.56,115,0,1,0,47.625,0.403,1.0,3.875,0.608,2,3,24,1,0,1,3,0,1,0,5,1.0,162.56,160.02,115,30,33,U-DEC,5:00,900.0
2992,Olivier Aubin-Mercier,Gilbert Burns,-135.0,115.0,2018-12-08,Blue,False,Lightweight,1,3,1,0,0,26.7778,0.417,0.5556,1.4444,0.457,3,3,19,0,0,0,1,2,3,0,6,1.0,177.8,180.34,155,1,0,0,30.0,0.543,0.5,2.3,0.289,4,3,26,1,0,1,1,1,4,0,7,0.0,175.26,177.8,155,29,32,U-DEC,5:00,900.0
2993,Katlyn Chookagian,Jessica Eye,-235.0,195.0,2018-12-08,Blue,False,Women's Flyweight,0,3,0,2,0,48.0,0.397,0.7778,0.5556,0.25,2,6,26,0,0,1,1,0,0,1,3,1.0,167.64,167.64,125,0,3,0,60.4,0.29,0.2,0.0,0.0,3,1,15,0,0,1,3,0,0,0,4,1.0,175.26,172.72,125,29,32,S-DEC,5:00,900.0
2994,Elias Theodorou,Eryk Anders,-125.0,105.0,2018-12-08,Red,False,Middleweight,1,3,1,0,0,41.6,0.536,0.2,2.4,0.374,2,2,15,0,0,0,1,2,0,0,3,0.0,185.42,190.5,185,0,2,0,54.1111,0.416,0.0,1.4444,0.296,3,2,25,1,0,0,5,2,0,0,7,1.0,185.42,190.5,185,30,31,S-DEC,5:00,900.0
2995,Brad Katona,Matthew Lopez,-160.0,140.0,2018-12-08,Red,False,Bantamweight,1,3,2,0,0,28.6,0.536,1.0,2.2,0.7,2,3,12,0,0,0,1,1,0,0,2,0.0,170.18,175.26,135,0,1,0,71.0,0.63,0.0,2.0,0.28,1,0,3,1,0,0,1,0,0,0,1,1.0,167.64,162.56,135,26,31,U-DEC,5:00,900.0
2996,Chad Laprise,Dhiego Lima,-400.0,325.0,2018-12-08,Blue,False,Welterweight,1,3,4,0,0,17.1667,0.52,0.6667,1.0,0.125,1,5,11,2,0,0,1,0,0,0,1,1.0,187.96,187.96,170,1,0,0,44.6667,0.442,0.0,0.6667,0.286,3,3,19,1,0,1,2,3,0,0,6,1.0,177.8,180.34,170,32,29,KO/TKO,1:37,97.0
2997,Diego Ferreira,Kyle Nelson,-550.0,425.0,2018-12-08,Red,False,Lightweight,1,3,0,0,0,,0.36,,,,0,0,0,0,0,0,0,0,0,0,0,,180.34,180.34,155,0,2,0,27.8333,0.423,0.5,0.1667,0.167,2,2,11,0,0,0,1,2,1,0,4,1.0,175.26,187.96,155,33,27,KO/TKO,1:23,383.0
2998,Devin Clark,Aleksandar Rakic,435.0,-570.0,2018-12-08,Blue,False,Light Heavyweight,1,3,0,2,0,75.0,0.51,0.0,1.5,0.375,2,0,6,0,0,0,2,0,0,0,2,1.0,193.04,198.12,205,0,1,0,38.8,0.582,0.2,2.6,0.472,2,2,12,0,0,0,3,0,0,0,3,1.0,182.88,190.5,205,28,26,KO/TKO,4:05,245.0
2999,Junior Dos Santos,Tai Tuivasa,-160.0,140.0,2018-12-01,Red,False,Heavyweight,1,5,0,3,0,38.0,0.6,0.0,0.0,0.0,3,0,5,0,0,0,1,2,0,0,3,0.0,187.96,190.5,264,0,1,0,59.3529,0.521,0.0588,0.2941,0.206,9,4,47,5,0,0,5,8,0,0,13,1.0,193.04,195.58,238,34,25,KO/TKO,2:30,450.0
3000,Mauricio Rua,Tyson Pedro,415.0,-525.0,2018-12-01,Red,False,Light Heavyweight,1,3,1,0,0,15.8,0.612,0.6,0.4,0.2,2,2,7,0,0,0,0,1,2,0,3,1.0,190.5,200.66,205,1,0,0,38.7778,0.499,0.2222,1.1667,0.215,3,9,45,3,0,1,1,7,0,0,9,1.0,185.42,193.04,205,37,27,KO/TKO,0:43,643.0
3001,Mark Hunt,Justin Willis,-110.0,-110.0,2018-12-01,Blue,False,Heavyweight,1,3,0,3,0,50.0,0.587,0.0,1.3333,0.417,3,0,7,0,0,0,2,1,0,0,3,0.0,185.42,198.12,264,2,0,0,27.0588,0.417,0.0588,0.4118,0.2,4,9,43,1,0,0,1,7,0,0,8,1.0,177.8,182.88,265,44,31,U-DEC,5:00,900.0
3002,Jake Matthews,Anthony Rocco Martin,-150.0,130.0,2018-12-01,Blue,False,Welterweight,1,3,0,2,0,33.6,0.388,1.0,0.8,0.248,3,4,26,0,0,0,3,1,2,0,6,1.0,182.88,185.42,170,0,3,0,31.0,0.462,0.6,1.7,0.455,3,3,22,0,0,1,1,0,4,1,7,1.0,180.34,185.42,170,24,28,SUB,1:19,679.0
3003,Suman Mokhtarian,Sodiq Yusuff,450.0,-600.0,2018-12-01,Blue,False,Featherweight,1,3,0,0,0,,0.49,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,175.26,180.34,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,177.8,170.18,145,26,25,KO/TKO,2:14,134.0
3004,Jimmy Crute,Paul Craig,-290.0,245.0,2018-12-01,Red,False,Light Heavyweight,1,3,0,1,0,19.5,0.518,1.0,0.75,0.195,1,2,7,0,0,0,0,0,2,0,2,1.0,190.5,193.04,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,187.96,187.96,205,22,31,SUB,4:51,891.0
3005,Yushin Okami,Aleksei Kunchenko,250.0,-300.0,2018-12-01,Blue,False,Welterweight,1,3,0,1,0,44.0,0.28,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,1.0,172.72,177.8,170,0,1,0,25.15,0.384,0.45,1.65,0.368,4,6,52,1,0,2,7,4,0,1,14,0.0,187.96,190.5,170,37,34,U-DEC,5:00,900.0
3006,Wilson Reis,Ben Nguyen,125.0,-145.0,2018-12-01,Red,False,Flyweight,1,3,1,0,0,28.5,0.452,0.6667,0.1667,0.167,2,2,11,0,0,0,1,1,2,0,4,,165.1,165.1,125,3,0,0,21.6364,0.325,0.4545,3.9091,0.397,3,5,28,1,0,0,4,0,2,0,6,0.0,162.56,165.1,125,33,30,U-DEC,5:00,900.0
3007,Keita Nakamura,Salim Touahri,-155.0,135.0,2018-12-01,Red,False,Welterweight,1,3,1,0,0,35.0,0.47,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,177.8,182.88,170,1,0,0,29.6667,0.354,0.4444,2.0,0.526,1,6,26,0,0,1,0,0,2,0,3,0.0,180.34,185.42,170,34,29,S-DEC,5:00,900.0
3008,Elias Garcia,Kai Kara-France,300.0,-360.0,2018-12-01,Blue,False,Flyweight,1,3,0,0,0,,0.41,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,165.1,175.26,125,1,0,0,19.0,0.35,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,0.0,165.1,170.18,125,26,25,U-DEC,5:00,900.0
3009,Mizuto Hirota,Christos Giagos,310.0,-370.0,2018-12-01,Blue,False,Lightweight,1,3,2,0,0,17.0,0.343,0.25,0.25,0.25,1,3,7,0,0,0,0,0,1,0,1,1.0,177.8,180.34,155,2,0,0,58.0,0.38,0.0,1.5,0.375,1,5,18,0,0,0,1,0,0,0,1,1.0,170.18,170.18,155,37,28,U-DEC,5:00,900.0
3010,Alex Gorgees,Damir Ismagulov,425.0,-550.0,2018-12-01,Blue,False,Lightweight,1,3,0,0,0,,0.43,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,177.8,188.0,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,,187.96,187.96,155,23,27,U-DEC,5:00,900.0
3011,Rafael Dos Anjos,Kamaru Usman,270.0,-330.0,2018-11-30,Blue,False,Welterweight,1,5,0,8,0,49.625,0.52,0.25,3.5,0.366,8,0,23,1,0,0,6,1,1,0,8,,182.88,193.04,170,1,0,0,47.36,0.449,0.56,1.8,0.308,5,8,69,4,0,0,10,4,3,0,17,0.0,172.72,177.8,170,34,31,U-DEC,5:00,1500.0
3012,Juan Espino,Justin Frazier,-175.0,155.0,2018-11-30,Red,True,Heavyweight,1,4,0,0,0,,0.66,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,182.88,190.5,265,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,193.04,208.28,250,38,29,SUB,3:36,216.0
3013,Pannie Kianzad,Macy Chiasson,-115.0,-105.0,2018-11-30,Blue,True,Women's Featherweight,0,4,0,0,0,,0.55,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,182.88,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,172.72,145,26,27,SUB,2:11,431.0
3014,Pedro Munhoz,Bryan Caraway,-290.0,245.0,2018-11-30,Red,False,Bantamweight,1,3,1,0,0,32.1111,0.326,0.6667,2.1111,0.356,2,3,25,0,0,1,1,0,4,0,6,1.0,172.72,172.72,135,0,1,0,43.8,0.486,0.8,0.7,0.28,4,4,21,0,0,0,2,1,3,0,6,1.0,167.64,165.1,135,32,34,KO/TKO,2:39,159.0
