,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
1959,gustavo lopez,anthony birchak,Red,False,Bantamweight,1,3,0,1,0,3.98,0.35,0.0,0.68,0.16,1,2,6,0,0,1,0,1,0,0,2,1.0,172.72,175.26,135,1,0,0,0.93,0.24,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,165.1,170.18,135,31,34,SUB,,0.4,0.42,2.48,3.87,0.57,0.32,1.74,0.7,0.0,10.8,135.0,65.0,67.0,33.0,6.0,0.5,1.0,0.08,5.0,0.42,0.37,0.14,3.93,3.67,0.57,0.62,0.48,0.48,0.96,5.22,135.5,68.0,69.0,37.0,5.0,0.31,3.0,0.19,8.0,0.5
1960,uriah hall,anderson silva,Red,False,Middleweight,1,5,2,0,0,3.04,0.62,0.8,0.52,0.77,17,10,91,13,0,0,8,20,3,0,31,0.0,187.96,195.58,185,0,2,0,3.31,0.5,0.2,0.75,0.38,3,7,32,0,0,1,1,6,0,0,8,1.0,182.88,200.66,185,36,45,KO/TKO,,0.49,0.39,3.23,3.85,0.54,0.64,0.54,0.15,0.61,10.32,186.0,72.0,79.5,38.0,14.0,0.78,3.0,0.17,1.0,0.06,0.62,0.78,3.05,2.05,0.61,0.69,0.5,0.79,0.86,10.25,184.0,74.0,77.0,48.0,22.0,0.65,8.0,0.24,4.0,0.12
1961,bryce mitchell,andre fili,Red,False,Featherweight,1,3,0,1,0,3.9,0.36,0.2,2.71,0.49,2,6,37,0,0,2,4,3,0,0,9,1.0,180.34,187.96,145,0,4,0,2.05,0.59,2.7,2.13,0.41,4,0,10,0,1,0,2,0,1,0,4,0.0,177.8,177.8,145,26,30,U-DEC,,0.6,0.43,2.31,1.53,0.6,0.33,3.39,1.43,0.13,11.52,146.0,70.0,70.0,30.0,1.0,0.06,7.0,0.41,9.0,0.53,0.38,0.44,3.88,4.11,0.51,0.7,2.15,0.25,0.37,10.62,157.0,71.0,74.0,34.0,10.0,0.42,11.0,0.46,3.0,0.13
1962,maurice greene,greg hardy,Blue,False,Heavyweight,1,3,0,1,0,4.48,0.48,0.0,0.0,0.0,2,2,15,0,0,0,1,4,0,0,5,1.0,195.58,203.2,265,0,1,0,4.31,0.44,0.7,0.0,0.0,3,2,11,0,0,1,0,1,2,0,4,1.0,200.66,203.2,258,34,32,KO/TKO,,0.45,0.36,3.28,3.61,0.46,0.27,0.0,0.44,0.44,8.45,237.0,79.0,82.0,36.0,2.0,0.22,2.0,0.22,5.0,0.56,0.5,0.33,4.79,3.31,0.56,0.64,0.2,0.0,0.59,6.32,266.0,77.0,80.0,34.0,6.0,0.86,1.0,0.14,0.0,0.0
1963,kevin holland,charlie ontiveros,Red,False,Middleweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,187.96,198.12,185,0,3,0,4.69,0.56,0.8,0.96,0.36,3,2,24,0,0,2,2,2,1,0,7,1.0,190.5,205.74,170,27,29,SUB,,0.5,0.39,4.22,3.22,0.51,0.53,0.82,0.58,0.29,10.3,183.5,75.0,81.0,32.0,14.0,0.54,4.0,0.15,8.0,0.31,0.41,0.31,1.89,5.86,0.31,0.3,0.0,0.0,1.83,4.1,155.0,74.0,74.0,31.0,4.0,0.36,5.0,0.45,2.0,0.18
1964,chris gruetzemacher,alexander hernandez,Blue,False,Lightweight,1,3,1,0,0,3.17,0.38,0.0,2.15,0.38,2,2,11,0,0,0,2,1,0,0,3,1.0,175.26,182.88,155,0,1,0,7.12,0.58,0.0,0.0,0.0,2,2,11,0,0,0,1,2,0,0,3,1.0,172.72,172.72,155,34,28,KO/TKO,,0.57,0.5,6.18,4.96,0.53,0.66,0.21,0.0,0.0,9.75,156.0,68.0,68.0,37.0,7.0,0.47,5.0,0.33,3.0,0.2,0.41,0.29,4.43,4.61,0.57,0.72,0.95,0.11,0.42,10.2,156.0,69.0,72.0,32.0,6.0,0.4,7.0,0.47,2.0,0.13
1965,adrian yanez,victor rodriguez,Red,False,Bantamweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,165.1,165.1,135,0,1,0,10.77,0.7,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1.0,170.18,177.8,135,26,28,KO/TKO,,0.42,0.0,6.23,5.75,0.55,0.82,0.0,0.0,1.54,6.8,136.0,67.0,70.0,31.0,11.0,0.65,4.0,0.24,2.0,0.12,0.38,0.0,1.59,6.11,0.5,0.59,0.0,0.0,0.0,1.88,125.5,65.0,67.0,30.0,7.0,1.0,0.0,0.0,0.0,0.0
1966,sean strickland,jack marshman,Red,False,Middleweight,1,3,1,0,0,2.64,0.28,0.0,0.0,0.0,1,4,15,0,0,1,1,1,0,0,3,1.0,182.88,185.42,185,0,1,0,4.34,0.35,0.5,1.37,0.57,3,3,25,0,0,2,2,2,1,0,7,1.0,185.42,193.04,170,29,30,U-DEC,,0.43,0.64,5.95,4.57,0.61,0.76,0.73,0.16,0.24,16.05,185.0,73.0,76.0,33.0,11.0,0.38,14.0,0.48,4.0,0.14,0.26,0.4,2.74,4.19,0.57,0.2,0.0,0.0,0.55,10.22,187.5,72.0,73.0,33.0,13.0,0.57,5.0,0.22,5.0,0.22
1967,cole williams,jason witt,Blue,False,Welterweight,1,3,1,0,0,2.5,0.4,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,177.8,177.8,170,1,0,0,0.77,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,182.88,185.42,170,36,33,SUB,,0.27,0.29,0.31,5.34,0.24,0.25,0.0,0.0,0.0,4.87,175.5,72.0,73.0,39.0,5.0,0.45,3.0,0.27,3.0,0.27,0.45,0.48,2.15,2.54,0.52,1.0,6.9,0.92,0.46,5.43,179.5,70.0,70.0,36.0,3.0,0.16,8.0,0.42,8.0,0.42
1968,dustin jacoby,justin ledet,Red,False,Light Heavyweight,1,3,3,0,0,3.33,0.39,0.2,0.24,0.5,3,3,14,0,0,1,1,0,1,0,3,1.0,193.04,203.2,205,0,1,0,3.4,0.46,0.0,0.3,1.0,1,2,9,0,0,0,1,0,0,0,1,1.0,190.5,193.04,205,32,32,KO/TKO,,0.48,0.25,5.33,4.05,0.58,0.63,0.33,0.0,0.5,10.63,205.5,75.0,76.0,36.0,13.0,0.65,6.0,0.3,1.0,0.05,0.39,0.5,3.35,4.82,0.49,0.43,0.23,0.23,0.0,9.3,205.5,76.0,80.0,34.0,2.0,0.22,2.0,0.22,5.0,0.56
1969,miles johns,kevin natividad,Red,False,Bantamweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,167.64,177.8,145,1,0,0,3.19,0.49,0.0,1.64,0.66,2,1,8,0,0,1,1,0,0,0,2,1.0,170.18,167.64,135,26,27,KO/TKO,,0.44,0.2,3.16,2.65,0.68,0.82,0.92,0.0,0.31,13.4,146.0,67.0,68.0,30.0,4.0,0.27,9.0,0.6,2.0,0.13,0.34,0.5,2.68,4.29,0.48,0.83,3.66,0.0,0.52,9.57,135.5,66.0,70.0,30.0,5.0,0.56,3.0,0.33,1.0,0.11
1970,khabib nurmagomedov,justin gaethje,Red,True,Lightweight,1,5,0,4,0,7.74,0.59,0.0,0.0,0.0,4,2,17,1,0,0,0,5,0,0,5,1.0,180.34,177.8,155,0,12,0,4.11,0.49,0.7,5.35,0.47,12,0,36,3,0,0,6,2,4,0,12,1.0,177.8,177.8,155,32,31,SUB,,0.49,0.48,4.1,1.75,0.65,0.85,5.32,0.79,0.17,13.22,155.0,70.0,70.0,34.0,8.0,0.28,10.0,0.34,11.0,0.38,0.59,0.25,6.78,7.46,0.52,0.75,0.11,0.0,0.63,10.93,156.0,71.0,70.0,36.0,20.0,0.8,4.0,0.16,1.0,0.04
1971,robert whittaker,jared cannonier,Red,False,Middleweight,1,3,0,3,0,3.72,0.51,0.0,0.18,0.33,3,4,20,0,0,0,1,5,0,0,6,,180.34,195.58,185,0,1,0,4.51,0.4,0.0,0.46,0.3,9,3,42,2,0,1,6,5,0,0,12,1.0,182.88,185.42,185,29,36,U-DEC,,0.43,0.38,4.54,3.41,0.6,0.81,0.8,0.0,0.55,13.12,185.5,72.0,73.5,34.0,11.0,0.41,11.0,0.41,5.0,0.19,0.5,0.44,4.6,4.49,0.57,0.64,0.46,0.0,0.4,13.85,185.5,71.0,77.5,40.0,11.0,0.61,5.0,0.28,2.0,0.11
1972,alexander volkov,walt harris,Red,False,Heavyweight,1,3,1,0,0,2.97,0.39,0.2,0.32,0.33,3,7,24,0,0,0,0,6,0,0,6,0.0,195.58,195.58,250,1,0,0,4.65,0.58,0.2,0.72,0.7,4,2,24,0,0,1,2,2,0,0,5,1.0,200.66,203.2,250,32,37,KO/TKO,,0.57,0.67,4.97,2.99,0.54,0.72,0.61,0.24,0.24,12.95,254.5,79.0,80.0,36.0,24.0,0.63,10.0,0.26,4.0,0.11,0.39,0.29,3.05,3.33,0.55,0.7,0.29,0.14,1.3,6.5,264.0,77.0,77.0,40.0,13.0,1.0,0.0,0.0,0.0,0.0
1973,lauren murphy,liliya shakirova,Red,False,Women's Flyweight,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,162.56,165.1,125,0,3,0,3.88,0.39,0.0,1.14,0.35,3,4,27,0,0,2,1,2,0,0,5,1.0,165.1,170.18,125,37,29,SUB,,0.39,0.25,4.05,5.25,0.55,0.7,1.03,0.07,0.07,14.58,125.5,65.0,67.0,39.0,8.0,0.53,6.0,0.4,1.0,0.07,0.31,0.0,2.7,2.58,0.74,0.55,0.0,0.0,0.0,8.52,126.0,66.25,66.3,31.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,magomed ankalaev,ion cutelaba,Red,False,Light Heavyweight,1,3,1,0,0,5.29,0.39,0.0,2.59,0.71,2,4,15,0,0,0,1,3,0,0,4,0.0,185.42,190.5,205,0,4,0,3.46,0.56,0.0,0.68,0.33,4,1,11,0,0,0,1,3,0,0,4,1.0,190.5,190.5,205,28,26,KO/TKO,,0.53,0.31,3.64,2.37,0.59,0.87,0.92,0.0,0.65,11.62,204.5,75.0,75.0,32.0,11.0,0.55,9.0,0.45,0.0,0.0,0.43,0.52,4.29,3.34,0.47,0.75,4.04,0.0,0.22,8.08,216.0,73.0,75.0,31.0,13.0,0.72,3.0,0.17,2.0,0.11
1975,stefan struve,tai tuivasa,Blue,False,Heavyweight,1,3,3,0,0,4.09,0.48,0.0,0.0,0.0,3,3,12,0,0,0,1,2,0,0,3,0.0,187.96,190.5,264,1,0,0,3.13,0.47,1.7,0.58,0.5,4,10,45,0,1,0,1,5,6,0,13,1.0,210.82,213.36,265,32,27,KO/TKO,,0.47,0.47,3.12,4.04,0.47,0.56,0.56,1.68,0.24,7.82,265.0,84.0,84.5,35.0,8.0,0.24,7.0,0.21,18.0,0.55,0.47,0.0,3.77,5.18,0.44,0.58,0.0,0.0,1.04,7.23,265.0,74.0,75.0,31.0,14.0,0.93,1.0,0.07,0.0,0.0
1976,nathaniel wood,casey kenney,Blue,False,Catch Weight,1,3,0,2,0,4.25,0.42,0.6,1.13,0.46,2,2,19,0,0,0,4,0,1,0,5,0.0,170.18,172.72,140,0,1,0,5.52,0.48,1.1,1.65,0.6,3,1,13,0,0,0,1,0,3,0,4,1.0,167.64,175.26,140,27,29,U-DEC,,0.51,0.48,5.75,4.0,0.56,0.73,1.56,0.52,0.31,13.13,154.8,66.0,69.0,31.0,8.0,0.4,7.0,0.35,5.0,0.25,0.43,0.36,4.85,4.67,0.58,0.61,1.09,0.43,0.0,13.8,136.0,67.0,70.0,32.0,2.0,0.13,9.0,0.56,5.0,0.31
1977,alex oliveira,shavkat rakhmonov,Blue,False,Welterweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,185.42,195.58,170,0,2,0,2.89,0.5,0.6,2.47,0.37,4,6,42,0,0,1,3,4,3,0,11,1.0,180.34,193.04,170,32,26,SUB,,0.51,0.38,2.99,2.55,0.47,0.64,2.35,0.57,0.43,9.57,170.0,71.0,76.5,35.0,12.0,0.55,5.0,0.23,5.0,0.23,0.6,0.26,3.25,2.17,0.51,0.86,1.4,1.2,0.2,10.73,171.0,73.0,77.0,30.0,8.0,0.42,1.0,0.05,10.0,0.53
1978,liana jojua,miranda maverick,Blue,False,Women's Flyweight,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,160.02,165.1,125,0,1,0,1.39,0.43,3.0,1.98,0.66,1,1,4,0,0,0,0,0,1,0,1,1.0,162.56,157.48,125,25,23,KO/TKO,,0.3,0.67,2.42,5.32,0.54,0.5,1.71,1.28,0.0,8.78,128.5,64.0,62.0,28.0,1.0,0.13,1.0,0.13,6.0,0.75,0.45,0.42,3.39,2.31,0.61,0.44,2.39,0.31,0.0,13.13,126.0,63.5,65.5,27.0,1.0,0.06,8.0,0.47,8.0,0.47
1979,joel alvarez,alexander yakovlev,Red,False,Lightweight,1,3,1,0,0,1.79,0.47,0.2,1.56,0.33,2,5,20,0,0,0,1,1,1,0,3,0.0,190.5,187.96,155,0,2,0,3.03,0.36,0.6,0.0,0.0,2,1,6,0,0,0,0,1,1,0,2,1.0,190.5,195.58,155,26,36,SUB,,,,,,,,,,,,,,,,,,,,,,0.47,0.35,1.74,2.41,0.59,0.72,1.66,0.15,0.3,11.02,155.5,75.0,74.0,38.0,9.0,0.38,6.0,0.25,9.0,0.38
1980,brian ortega,chan sung jung,Red,False,Featherweight,1,5,0,2,0,4.58,0.41,0.6,0.78,0.41,3,4,24,1,0,0,0,4,2,0,6,1.0,170.18,182.88,145,1,0,0,4.07,0.33,1.4,0.51,0.16,6,1,20,1,0,0,0,3,3,0,6,,172.72,175.26,145,29,33,U-DEC,,0.38,0.26,4.08,6.59,0.5,0.56,1.07,1.07,0.45,12.95,146.0,68.0,69.0,33.0,3.0,0.19,5.0,0.31,8.0,0.5,0.41,0.44,3.93,4.52,0.52,0.73,0.7,0.61,0.43,12.33,162.6,67.0,72.0,36.0,6.0,0.35,3.0,0.18,8.0,0.47
1981,jimmy crute,modestas bukauskas,Red,False,Light Heavyweight,1,3,0,1,0,3.6,0.36,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,,190.5,198.12,205,0,1,0,4.08,0.55,2.6,4.63,0.81,3,1,7,0,0,0,0,2,2,0,4,1.0,187.96,187.96,205,24,26,KO/TKO,,0.53,0.53,4.37,3.63,0.42,0.58,3.86,1.62,0.81,6.72,206.0,74.0,74.0,28.0,5.0,0.42,3.0,0.25,4.0,0.33,0.42,0.67,3.21,4.11,0.5,0.71,0.38,0.19,0.0,9.85,212.6,75.0,76.0,31.0,9.0,0.56,4.0,0.25,3.0,0.19
1982,claudio silva,james krause,Blue,False,Welterweight,1,3,1,0,0,4.65,0.48,1.0,1.05,0.18,6,6,33,0,0,0,3,3,2,0,8,1.0,187.96,185.42,170,0,5,0,2.8,0.51,2.1,3.32,0.33,5,0,11,0,0,1,1,0,3,0,5,0.0,180.34,180.34,170,38,34,U-DEC,,0.42,0.27,2.48,3.0,0.46,0.44,2.85,1.11,0.0,11.83,170.5,71.0,71.0,40.0,2.0,0.14,3.0,0.21,9.0,0.64,0.5,0.18,4.79,4.11,0.62,0.6,0.96,0.87,0.26,11.43,171.0,74.0,73.5,37.0,8.0,0.3,5.0,0.19,14.0,0.52
1983,thomas almeida,jonathan martinez,Blue,False,Featherweight,1,3,0,1,0,4.22,0.5,0.0,0.64,0.37,2,2,15,0,0,0,1,2,0,0,3,0.0,172.72,177.8,145,2,0,0,5.66,0.45,0.0,0.0,0.0,4,3,15,0,0,0,1,4,0,0,5,0.0,170.18,177.8,145,29,26,U-DEC,,0.44,0.14,4.84,4.93,0.62,0.76,0.17,0.0,0.5,9.0,136.0,67.0,70.0,31.0,17.0,0.77,1.0,0.05,4.0,0.18,0.5,0.36,4.44,4.09,0.57,0.68,0.38,0.08,0.68,13.32,135.8,68.0,70.0,30.0,9.0,0.47,8.0,0.42,2.0,0.11
1984,mateusz gamrot,guram kutateladze,Blue,False,Lightweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,182.88,155,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,177.8,177.8,155,29,28,S-DEC,,0.51,0.35,3.23,3.22,0.59,0.91,5.25,0.12,0.12,12.3,156.0,70.0,70.5,34.0,8.0,0.33,11.0,0.46,5.0,0.21,0.46,0.2,3.95,3.95,0.57,0.79,0.77,0.0,0.26,14.57,164.2,71.0,72.0,32.0,7.0,0.58,4.0,0.33,1.0,0.08
1985,gillian robertson,poliana botelho,Red,False,Women's Flyweight,0,3,0,1,0,3.65,0.58,0.0,1.27,1.0,2,1,8,0,0,0,2,1,0,0,3,1.0,172.72,170.18,115,0,1,0,1.96,0.48,1.2,3.33,0.52,2,2,12,0,0,0,0,1,4,0,5,1.0,165.1,160.02,125,25,31,U-DEC,,0.49,0.4,2.89,2.95,0.57,0.41,2.68,0.98,0.0,10.25,116.0,65.0,63.0,29.0,2.0,0.13,4.0,0.27,9.0,0.6,0.59,0.57,2.9,2.8,0.54,0.77,0.85,0.0,0.21,10.03,125.5,68.0,67.0,34.0,6.0,0.75,2.0,0.25,0.0,0.0
1986,junyong park,john phillips,Red,False,Middleweight,1,3,1,0,0,2.25,0.34,0.0,0.0,0.0,1,4,10,0,0,0,0,1,0,0,1,0.0,180.34,190.5,185,0,1,0,6.41,0.47,0.0,3.04,0.5,1,1,5,0,0,0,1,0,0,0,1,1.0,177.8,185.42,185,29,35,U-DEC,,0.52,0.47,4.77,3.42,0.54,0.58,1.85,0.92,0.12,11.8,185.5,70.0,73.0,34.0,5.0,0.28,7.0,0.39,6.0,0.33,0.34,0.38,1.72,4.03,0.49,0.08,0.0,0.0,0.55,9.08,186.0,71.0,75.0,38.0,20.0,0.91,0.0,0.0,2.0,0.09
1987,said nurmagomedov,mark striegl,Red,False,Bantamweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.72,177.8,135,1,0,0,4.22,0.44,0.0,0.46,0.07,2,1,7,0,0,1,0,1,0,0,2,1.0,172.72,177.8,135,28,32,KO/TKO,,0.48,0.15,3.38,2.25,0.56,0.62,1.01,1.18,0.17,8.92,135.5,68.0,70.0,32.0,4.0,0.22,8.0,0.44,6.0,0.33,0.46,0.0,1.4,4.07,0.41,0.67,0.0,0.0,0.0,3.93,145.0,68.0,70.5,34.0,0.0,0.0,4.0,0.22,14.0,0.78
1988,marlon moraes,cory sandhagen,Blue,False,Bantamweight,1,5,1,0,0,6.95,0.48,0.6,1.2,0.5,5,1,12,0,0,1,1,2,1,0,5,,180.34,177.8,135,0,1,0,3.53,0.39,0.5,0.46,0.25,4,2,15,1,0,2,0,2,1,0,5,1.0,167.64,170.18,135,32,28,KO/TKO,,0.41,0.42,3.37,4.53,0.54,0.46,0.87,0.35,0.87,7.83,136.0,66.0,67.0,35.0,10.0,0.43,7.0,0.3,6.0,0.26,0.44,0.32,5.02,3.46,0.57,0.63,1.19,0.3,0.3,14.38,136.0,71.0,70.0,32.0,7.0,0.41,7.0,0.41,3.0,0.18
1989,edson barboza,makwan amirkhani,Red,False,Featherweight,1,3,0,1,0,1.55,0.46,1.6,3.45,0.36,3,2,17,0,0,1,1,1,3,0,6,0.0,177.8,182.88,145,3,0,0,4.08,0.43,0.1,0.46,0.44,4,9,58,0,1,1,5,7,0,0,14,1.0,180.34,190.5,145,34,31,U-DEC,,0.44,0.5,4.11,4.65,0.56,0.73,0.45,0.08,0.66,12.2,145.5,71.0,75.0,39.0,14.0,0.61,8.0,0.35,1.0,0.04,0.44,0.43,1.33,2.98,0.46,0.36,3.96,1.05,0.12,9.2,146.0,70.0,72.0,34.0,1.0,0.06,4.0,0.24,12.0,0.71
1990,ben rothwell,marcin tybura,Blue,False,Heavyweight,1,3,0,2,0,3.32,0.5,0.1,1.69,0.48,3,5,31,0,0,0,4,2,0,0,6,1.0,190.5,198.12,249,0,2,0,3.37,0.43,0.3,0.68,0.33,6,7,48,0,0,2,2,9,2,0,15,1.0,193.04,198.12,265,38,34,U-DEC,,0.43,0.34,3.71,4.63,0.47,0.7,0.68,0.41,0.61,8.82,265.0,76.0,78.5,41.0,28.0,0.72,4.0,0.1,7.0,0.18,0.49,0.33,3.57,3.26,0.55,0.77,1.42,0.13,0.06,11.07,251.0,75.0,78.0,39.0,10.0,0.38,9.0,0.35,7.0,0.27
1991,markus perez,dricus du plessis,Blue,False,Middleweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,182.88,182.88,185,1,0,0,2.75,0.48,1.1,1.08,0.26,1,3,12,0,0,0,0,0,2,0,2,1.0,185.42,185.42,185,32,26,KO/TKO,,0.47,0.25,2.6,3.72,0.53,0.77,0.81,1.01,0.0,10.57,186.0,73.0,73.0,34.0,3.0,0.25,3.0,0.25,6.0,0.5,0.49,0.5,6.12,4.9,0.54,0.5,2.55,0.73,0.48,13.75,185.0,73.0,76.0,31.0,9.0,0.39,3.0,0.13,11.0,0.48
1992,tom aspinall,alan baudot,Red,False,Heavyweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,190.5,190.5,205,0,1,0,13.33,0.1,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1.0,195.58,198.12,256,27,30,KO/TKO,,0.67,1.0,8.07,2.89,0.65,1.0,3.27,1.63,4.09,2.03,255.0,77.0,78.0,31.0,12.0,0.8,0.0,0.0,3.0,0.2,0.59,0.44,5.36,4.82,0.47,0.63,0.0,0.0,0.48,7.78,253.0,75.0,79.0,35.0,7.0,0.88,1.0,0.13,0.0,0.0
1993,youssef zalal,ilia topuria,Blue,False,Featherweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,170.18,145,0,3,0,3.2,0.55,1.7,3.0,0.47,3,0,9,0,0,0,3,0,0,0,3,,177.8,182.88,145,24,23,U-DEC,,0.51,0.31,3.07,1.8,0.67,0.59,2.09,1.32,0.22,12.43,146.0,70.0,72.0,28.0,4.0,0.24,4.0,0.24,9.0,0.53,0.47,0.61,4.69,3.84,0.64,0.93,2.02,1.1,1.1,10.23,145.0,67.0,69.0,28.0,6.0,0.38,2.0,0.13,8.0,0.5
1994,tom breese,kb bhullar,Red,False,Middleweight,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,193.04,193.04,185,1,0,0,3.55,0.5,0.3,0.0,0.0,3,2,10,0,0,0,1,3,0,0,4,0.0,190.5,185.42,185,29,28,KO/TKO,,0.51,0.0,3.34,2.81,0.61,0.71,0.0,1.07,1.07,7.03,186.0,75.0,73.5,31.0,5.0,0.42,1.0,0.08,6.0,0.5,0.49,0.38,4.31,5.39,0.45,0.7,0.0,0.0,0.0,8.35,186.0,76.0,78.0,31.0,4.0,0.5,2.0,0.25,2.0,0.25
1995,chris daukaus,rodrigo nascimento,Red,False,Heavyweight,1,3,0,1,0,4.44,0.56,2.9,2.9,1.0,1,0,2,0,0,0,0,0,1,0,1,1.0,187.96,203.2,246,0,1,0,8.28,0.62,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1.0,190.5,193.04,250,31,27,KO/TKO,,0.5,0.0,6.05,4.64,0.55,1.0,0.0,0.0,3.54,3.18,205.0,75.0,76.0,33.0,11.0,0.92,1.0,0.08,0.0,0.0,0.47,0.38,3.71,4.34,0.45,0.61,1.02,0.51,0.0,9.82,264.0,74.0,80.0,32.0,2.0,0.2,2.0,0.2,6.0,0.6
1996,impa kasanganay,joaquin buckley,Blue,False,Middleweight,1,3,1,0,0,3.8,0.33,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0.0,177.8,193.04,185,0,1,0,5.58,0.52,0.0,1.67,0.83,1,0,3,0,0,0,1,0,0,0,1,1.0,180.34,190.5,185,26,26,KO/TKO,,0.49,0.58,4.96,3.66,0.58,0.67,1.75,0.25,0.0,10.02,170.5,71.0,75.0,29.0,1.0,0.11,6.0,0.67,2.0,0.22,0.37,0.45,4.22,3.13,0.59,0.74,1.78,0.09,0.84,10.65,171.0,70.0,76.0,30.0,15.0,0.71,6.0,0.29,0.0,0.0
1997,ali alqaisi,tony kelley,Blue,False,Bantamweight,1,3,1,0,0,7.6,0.5,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,,175.26,177.8,135,1,0,0,2.93,0.41,1.0,2.0,0.22,0,1,3,0,0,0,0,0,0,0,0,1.0,167.64,172.72,135,30,33,U-DEC,,,,,,,,,,,,,,,,,,,,,,0.47,0.0,5.55,4.85,0.46,0.52,0.0,1.39,0.0,10.77,137.5,69.0,70.0,36.0,3.0,0.38,2.0,0.25,3.0,0.38
